,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
347,"Head Data Scientist – Image Analytics lead, Novartis AI Innovation Lab",$88K-$148K (Glassdoor est.),"15-Apr-2020

Job ID
279186BR
{""QuestionName"":""Job Description"",""AnswerValue"":""Why consider Novartis?
750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

We are Novartis. Join us and help us re-imagine medicine.

Two companies and one incredible alliance. Novartis and Microsoft have formed alliance to leverage data & Artificial Intelligence (AI) to develop trans-formative medicines faster and more cost-effectively for patients worldwide. We are seeking a thought leader and team builder to join the Novartis Innovation AI Lab to advance the field of Life Science and healthcare analytics. In this newly formed alliance with Microsoft, you will lead image analytics capabilities for Novartis.

Your responsibilities:
In this newly created role, you will:
• Build Novartis’ image analytics center of excellence to make it a team of international reputation
• Take a hands-on role and coach data science teams to deliver on multiple high visibility projects
• Serve as an ambassador for Novartis Data Science by presenting and publishing articles at conferences, business meetings and academic institutions
• Facilitate design and creation of knowledge repositories
• Collaborate with the digital and DSAI teams
• Coach and mentor associates
• Inspire others on culture change

Posting Title
Head Data Scientist – Image Analytics lead, Novartis AI Innovation Lab",3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
348,Applied Research Scientist - Computer Vision,$88K-$148K (Glassdoor est.),"Applied Research Scientist - Computer Vision


Location: Campbell, CA

Start Date: Immediate

STAR Labs

STAR Labs (Samsung Technology & Advanced Research Labs) is headed by Pranav Mistry with a mission to undertake independent initiatives to create end-to-end new businesses and expand growth areas for Samsung. At STAR Labs, we are building new immersive and intelligent services that is making science fiction a reality. STAR Labs consists of best of the best from domains such as computer science, business strategy, engineering, design; and diverse set of experiences from places like MIT, Stanford, Oxford, CMU, Nasa, Google, Microsoft and many more. NEON is a venture from STAR Labs (http://neon.life)

The team builds upon their outstanding track record of creating products that have real-world impact at global scale. We are rapidly expanding and is looking for the best to join and help us build foundation for our next magical technology stack. We value our differences and are excited to learn what you can add to STAR Labs.

Responsibilities
Develop state-of-the-art computer vision and machine learning techniques that leverage large quantities of data
Demonstrate proof-of-concept prototypes in real-world scenarios
Analyze system performance, improve efficiency, stability and scalability
Collaborate within the team across product, design, product, infrastructure, strategy and engineering
Mentor, learn and share knowledge with others along the way
Make impact and have fun
Work in a fast-paced environment in a highly collaborative team
Skills: Nice to have, but not limited to:
5+ years of experience in building large-scale computer vision systems, from research prototype to production
Experience in Python, C++, and CUDA programming
Extensive knowledge of deep learning frameworks such as PyTorch and TensorFlow
Experience in optimizing GPU-based deep learning models for real-time applications
PhD in deep learning involving but not limited to audio-visual analysis of people, deep generative models (GANs)
Passionate about solving complex problems and developing cutting-edge research
Publications at premier research forums such as SIGGRAPH, CVPR, ICCV, NeurIPS
Samsung is an EEO/Veterans/Disabled/LGBT employer. We welcome and encourage diversity as we strive to create an inclusive workplace",3.7,"Samsung Research America
3.7","Campbell, CA","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia"
349,Machine Learning Engineer/Scientist,$88K-$148K (Glassdoor est.),"At GenapSys we are working to power the world of healthcare and diagnostics with advanced DNA sequencing technology. Our sequencing instrument platform leverages a proprietary electrical microfluidic sequencing chip with a scalable number of detectors, enabling a wide range of applications including targeted sequencing in oncology, pharmacogenomics and genome-wide sequencing in microbiology and others. We believe in a world where every researcher has a compact, scalable, and affordable sequencer in their own lab, empowering the democratization of genetic sequencing. Our novel sequencing method is revolutionizing genomics discovery, biomedical research, healthcare, diagnostics, agriculture, and a variety of other fields.

Our team brings together an incredibly diverse and multidisciplinary set of backgrounds and skills – from electrical and mechanical engineers, physicists, chemists, microfluidic engineers, molecular biologists, bioinformaticians, mathematicians and more. It is a super exciting time to join GenapSys as we recently launched our first product which is generating a tremendous amount of interest.

About the Role:

Machine learning approaches are at the core of GenapSys' methods for generating high quality DNA sequencing data. As a machine learning engineer, you will join forces in the development of cutting-edge machine learning methods that solve key problems in the DNA sequencing, base calling, and variant calling processes. You will work closely with a cross-functional team of life scientists, bioengineers, and data scientists to identify areas where machine learning can make a difference, to conceptualize and develop biological datasets using cutting edge, high throughput platforms, and to analyze these data sets using the best machine learning methods, applied at scale.

Qualifications:
MS, or Ph.D. in computer science, statistics, mathematics, physics, engineering, or equivalent practical experience.
Expertise in Python and with version control practices and tools, especially Git/Github.
Demonstrated ability to write high-quality, production-ready code (readable, well-tested, with well-designed APIs).
1- 4 years of real-world work experience in software development for high-end machine learning algorithms.
Significant experience with Tensorflow.
Demonstrated prior experience with time series data analysis.
Demonstrated hands-on experience with development of Deep Learning models, various Neural Network concepts, classification algorithms that go beyond putting together of existing code, and to apply troubleshooting and problem-solving skills to complex issues.
Ability to communicate effectively and collaborate with people of diverse backgrounds and job functions.
Bonus Points If:
Experience with biological data (DNA sequences, RNAseq, proteomics, microscopy images, etc.).
Proficiency in Linux environment (including shell scripting), experience with database languages (e.g., SQL, No-SQL).
Familiarity with cloud computing services (AWS or GCP).
Experience with scalable machine learning, including the application to large datasets.
What we offer (US based-employees)*:
Competitive compensation and generous stock options.
Comprehensive, industry-leading medical, dental and vision benefits for employees and dependents.
Pre-tax savings plans for health care, child care, elder care, public transportation and parking expenses.
401(k) retirement plan with matching employer contribution.
Free daily catered gourmet lunches and snacks.
For those emergency moments - long and short term disability, life insurance (2x salary) and an employee assistance program.
Work with driven and enthusiastic colleagues in a fast-paced and entrepreneurial environment, the opportunity to work on problems that matter in a highly collaborative environment.
*Eligible international employees' benefits are specific to their location and dependent on their employer of record

GenapSys does not accept unsolicited agency resumes. Please do not forward unsolicited agency resumes to our website or to any GenapSys employee. GenapSys will not pay fees to any third party agency or firm and will not be responsible for any agency fees absent a formal agreement.

A diverse and inclusive workplace where we learn from each other is an integral part of GenapSys' culture. We actively welcome people of different backgrounds, experiences, abilities and perspectives. We are an equal opportunity employer and a great place to work. Join us and help us achieve our mission!",3.8,"GenapSys, Inc.
3.8","Redwood City, CA","Redwood City, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),"Illumina, Thermo Fisher Scientific, Oxford Nanopore Technologies"
350,Senior Data Engineer,$88K-$148K (Glassdoor est.),"Summary:

You have experience with client projects and in handling vast amounts of data working on database design and development, data integration and ingestion, designing ETL architectures using a variety of ETL tools and techniques. You are someone with a drive to implement the best possible solutions for clients and work closely with a highly skilled Data Science team. Lead on projects from a data engineering perspective, working with our clients to model their data landscape, obtain data extracts and define secure data exchange approaches
Plan and execute secure, good practice data integration strategies and approaches
Acquire, ingest, and process data from multiple sources and systems into Big Data platforms
Create and manage data environments in the Cloud
Collaborate with our data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models
Have a strong understanding of Information Security principles to ensure compliant handling and management of client data
This is a fantastic opportunity to be involved in end-to-end data management for cutting edge Advanced Analytics and Data Science
Qualifications:
Commercial experience leading on client-facing projects, including working in close-knit teams
5+ years of experience and interest in Big Data technologies (Hadoop / Spark / NoSQL DBs)
5+ years of experience working on projects within the cloud ideally AWS or Azure
5+ years of experience working with streaming architectures and patterns like Kafka, Kinesis, Flink, or Confluent
Experience with open source tools like Apache Airflow and Griffin
Experience with DevOps and DataOps patterns and tools like Jenkins, Kubernetes, Docker, and Terraform
Data Warehousing experience with cloud products like Snowflake, Azure DW, or Redshift
Experience building operational ETL data pipelines across a number of sources, and constructing relational and dimensional data models
Experience with one or more ETL/ELT tools like Talend, Matillion, FiveTran, or Alooma
Experience building automated data quality and testing into data pipelines
Experience with AI, NLP, Machine Learning, etc. is a plus
Strong development background with experience in at least two scripting, object oriented or functional programming language, etc. SQL, Python, Java, Scala, C#, R
Experience working on lively projects and a consulting setting, often working on different and multiple projects at the same time
Excellent interpersonal skills when interacting with clients in a clear, timely, and professional manner.
A deep personal motivation to always produce outstanding work for your clients and colleagues
Excel in team collaboration and working with others from diverse skill-sets and backgrounds
Cervello is a dynamic technology company that is focused on business analytics and planning. We take an innovative approach to making complex solutions simple so our clients can focus on running their businesses. Our services and applications enable our clients to gain the benefits of a world-class analytics and planning capability without the headaches.

Powered by JazzHR",4.1,"Cervello Inc
4.1","Boston, MA","Boston, MA",51 to 200 employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
351,Research Scientist,$88K-$148K (Glassdoor est.),"Working at the intersection of hardware, software, and molecular science, we are committed to delivering on the promise of 3D printing, enabling commercial customers to go beyond basic prototyping to 3D manufacturing.
Our company is built on the idea that when diverse fields of study come together, we are able to solve challenging problems. We have grand dreams to build technology that will influence industries around the world. You will be joining a diverse team with a dynamic culture, where team success is as important as celebrating individual contributions.
Help us change the world, and we will help you change yours.
We are looking for an research scientist to develop novel materials for our 3D printing platform. Materials are at the core of what we do. Our materials are used for applications such as prototyping, dental, biomedical, automotive, aerospace, footwear, investment casting, and many more. You will work as part of a cohesive and high-energy team, but also direct individual projects and have the freedom to execute as you see fit.
Responsibilities:
Draw on academic and patent literature to identify and evaluate new chemistries and formulation strategies to drive continued materials development
Synthesize new monomer and oligomers and evaluate performance both at the component and full formulation levels
Formulate, print and characterize new formulations
Analyze and communicate materials characterization data in a clear, organized manner and make recommendations that allow for informed decision-making
Collaborate with internal teams and customers to define key product requirements, interpret test results, and determine follow-up experiments, to support resin products through commercialization

Requirements:

Bachelors or Masters degree in Chemistry, Chemical Engineering, Polymer Sciences, or Materials Sciences and Engineering
Organized with good time-management skills
Ability to multitask
Experience analyzing and reporting on large data sets
Knowledge in polymer chemistry
Experience/understanding of material properties (mechanical and thermo-mechanical)
Technical writing skills
Eagerness to learn in a fast-paced environment

Preferred Requirements/Experience:

2+ years working in a laboratory setting or in an industrial role
Basic understanding of various polymeric materials (thermoplastics, thermosets, specialty polymers)
Basic understanding of various polymerization reactions and techniques
Any understanding or experiences with large scale production/manufacturing is a bonus
Safety conscious individual who actively promotes safe behavior in the department and takes responsibility for safe lab operations
You do not need to match every listed expectation to apply for this position. Here at Carbon, we know that diverse perspectives foster the innovation we need to be successful, and we are committed to building a team that encompasses a variety of backgrounds, experiences, and skills.",4.3,"Carbon3D
4.3","Redwood City, CA","Redwood City, CA",201 to 500 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
352,Quantitative Research Analyst,$88K-$148K (Glassdoor est.),"Please Note: this role is for experienced candidates only. Quantitative Research & Trading roles for campus candidates can be found by using the On-Campus Recruiting filter on our Careers Page.

--

Tower Research Capital, a high-frequency proprietary trading firm founded in 1998, seeks experienced Quantitative Research Analysts.

As a member of one of Tower's trading teams, a Quantitative Research Analyst will be using Tower's in-house trading system—one of the fastest and most comprehensive in the world—to develop and deploy algorithmic trading strategies based on patterns in market behavior.

Responsibilities
Designing, implementing, and deploying high-frequency trading algorithms
Exploring trading ideas by analyzing market data and market micro-structure for patterns
Creating tools to analyze data for patterns
Contributing to libraries of analytical computations to support market data analysis and trading
Developing, augmenting, and calibrating exchange simulators
Qualifications
A PhD from a top-tier university
1-3 years of research experience in high-frequency trading
A strong background in mathematics and statistics
Proficiency in back-testing, simulation, and statistical techniques (auto-regression, auto-correlation, and Principal Component Analysis)
Solid data-mining and analysis skills, including experience dealing with a large amount of data/tick data
Familiarity with signal generation and statistical models
Strong programming skills in C++, MATLAB, and R
Benefits

Tower is headquartered in New York City, and has offices around the globe. While we work hard, Tower's cubicle-free workplace, jeans-clad workforce, and well-stocked kitchens reflect the premium the firm places on quality of life. Benefits include:
Competitive salary and performance-based bonuses
5 weeks of paid vacation plus paid holidays
Free breakfast, lunch, and snacks on a daily basis
Reimbursement for health and wellness expenses
Tower Research Capital is an equal opportunity employer.",3.7,"Tower Research Capital
3.7","New York, NY","New York, NY",501 to 1000 employees,1998,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1
353,Data Scientist,$88K-$148K (Glassdoor est.),"Job Description
Job Purpose:

This position is responsible for employing advanced analytical techniques to create and drive adoption of data-based products and processes to add business value for internal and external customers. They will use data analysis, machine learning, predictive modeling, statistics, visualization, and other data science techniques to derive actionable insights. They will leverage domain expertise and communication skills to identify data-based solutions to customer needs, and present and explain technical findings to non-technical audiences to promote data-driven decision making. They will create analytical processes for automated machine driven decision making where human decision making is not scalable or feasible.

Job Responsibilities:
Apply data analysis, machine learning, predictive modeling, statistics, visualization, and other data science techniques to derive actionable insights.
Leverage domain expertise and communication skills to identify data-based solutions to customer needs.
Develop, create, and implement data-based products and processes to add business value for internal and external customers.
Develop, create, and implement analytical processes for automated machine driven decision making where human decision making is not scalable or feasible.
Present and explain technical findings to non-technical audiences to promote data-driven decision making.
Identify new data sources, drive collection of data, and identify use cases for existing data sources.
Document steps and data sources and ensure that models and processes are easily understandable and maintainable.
Document steps and data sources and ensure that models and processes are easily understandable and maintainable.
Communicate and interact effectively and professionally with co-workers, management, customers, etc.
Comply with HIPAA, Diversity Principles, Corporate Integrity, Compliance Program policies and other applicable corporate and departmental policies.
Maintain communication with management regarding development within areas of assigned responsibilities and perform special projects as required or requested.
Bachelor’s degree and 3 years of work experience in a mathematical, statistical, computer science, engineering, physics, economics or related quantitative field; OR Actuarial credential or Master’s degree and 2 years of work experience in a mathematical, statistical, computer science, engineering, physics, economics or related quantitative field; OR Ph.D. in a mathematical, statistical, computer science, engineering, physics, economics or related quantitative field; OR 6 years
experience in an advanced mathematical, statistical, computer science, engineering, physics, economics or related quantitative field.
Strong learning and growth mindset
Customer-focused
Strong interpersonal, verbal and written communication skills.
Must demonstrate proficiency in at least four of the following six areas: 1) data analysis and relational-style query languages; 2) machine learning and/or statistical modeling; 3) data visualization; 4) a high-level programming language; 5) distributed computing; 6) understanding of healthcare.
Proficiency with Microsoft applications including Access, Excel, Word and Power Point.
Preferred Job Qualifications:
Masters or Ph.D. in a quantitative field, or bachelor’s degree with significant healthcare experience.
Company Description
Established in 1995 and headquartered out of Southfield, MI, w3r Consulting is a national leader in technology consulting. We work tirelessly as a staffing firm to connect top talent to premier organizations across America while simultaneously helping corporations identify and maximize their business objectives and processes to ensure optimal success. Operating out of 5 states currently, and expanding our consultant and client base daily, we realize building relationships are critical to the success of w3r. We value our relationships with our clients as much as we do with our employees and our business partners. These relationships are based on mutual interest, and create added value for all parties involved. Our low turnover, combined with our long-lasting relationships serve as a true testament of our strengths.",3.0,"w3r Consulting
3.0","Chicago, IL","Southfield, MI",201 to 500 employees,1995,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
354,Data Scientist,$88K-$148K (Glassdoor est.),"www.meridiangroup.com httpswww.meridiangroup.com Meridian Technology Group is seeking a Junior Data Scientist. In this role, you will work on multiple projects (not a single one). You will need to be focused on achieving outcomes, must have production implementation experience ndash must know how to engineer a ML solution, must be able to manage time, must possess good presentation skills. You will work with a team of 2 scientists and 2 data engineers. Key Responsibilities Data Collection Participateassist in identifying what data is available and relevant, including internal and external data sources support data collection, integration and retention requirements based on the input received ensure information used follows company compliance, access management and control policies and meets company qualification and assurance requirements. Collaborate with Stakeholders Work with business stakeholders to identify the business requirements and expected outcomes. With business stakeholder support, model and frame meaningful and impactful business scenarios for critical business processes andor decisions. Data Collection Data Quality Working with and alongside business analysts, information architect, and data architect, identify what data is available and relevant, including internal and external data sources, leveraging new data collection processes such as smart meters and geo-location information or social media. Work with Data Engineers to support data collection, integration and retention requirements based on the input received. The cost of getting the data will impact on what sources should be considered, either because the data needs to be purchased from a third party or because of the complexity of the source. Develop cost-benefit models to justify the data purchasecollation. Work with the data steward to ensure that the information used follows the compliance, access management and control policies of the organization and that it meets the qualification and assurance requirements of the business. Data stewards and data scientists will need to define the data quality expectation in the context of the specific use case. Share data quality findings with data stewardspartner with data stewards on data quality definition and standards. Analyze Data Develop data and analytics products to improve how business is conducted and increases throughput through operational efficiencies. Employ appropriate algorithms to discover patterns use statistical and data mining packages and dedicated frameworks. Share data quality findings with data stewards and partners with data stewards on data quality definition and standards includes experimental design approaches to validate findings by comparing appropriate samples. Develop approaches for validation. Suggest ongoing improvements to methods and algorithms that lead to findings, including new information. Timely delivery of analysis. Due to the experimental approach to the problem, data scientists are at risk of over analyzing. Being able to define a """"good enough"""" result is critical. Educate Educate the Data Strategy Operations Management organization on new approaches, such as testing hypotheses and statistical validation of results. Follow best practices and guidelines, and approved modeling techniques for data science initiatives. Suggest improvements to the standards as necessary. Establish and track metrics to measure the value of data science initiatives. EducationExperienceCertifications Education Requires a Bachelorrsquos degree in computer science, electrical engineering, economics or other related field or equivalent experience. MSc or PhD in mathematics, statistics or computer science or related field, such as physics, economics or operations research preferred. Experience 3 or more years in data science or related field prototyping and implementation experience preferred. Certifications, Licenses and Training Intermediate programming skills, including experience with Hadoop MapReduce or other big data frameworks, Java, Python, R, statistical modeling, SQL and text mining or machine"" Required Skills 3 Years of Experience Domain knowledge Can be from any vertical (utilitynon-utility) Programming knowledge R Python (statistical programming) Platform AWS ML Engineer Proficient in data mining wrangling This position is located in Portland, OR. Consultants should reside in the area or indicate the reason they are willingseeking to relocate. Also, interested Consultants must indicate they are willing to relocate at their own expense as this position does not offer relocation assistance. Any offer of employment will be conditional, based on successfully passing a Criminal Background Check and Drug Screen. Meridian Technology Group is committed to equal employment opportunity (EEO) and non-discrimination for all employees in all job classifications and for prospective employees without regard to race, color, religion, sex, age, sexual orientation, veteran status, physical or mental disability, national origin, or any other characteristic protected by applicable federal or state law. All hiring is contingent on eligibility to work in the United States. We are unable to sponsor applicants for work visas therefore, all applicants should be eligible to work without sponsorship, as sponsorship is not available at this time. No 3rd party companiescandidates. Please apply with your resume now or contact us for more details Meridian Technology Group Recruiting Team httpsjobs.meridiangroup.comindex.smpl?argjbapply (503)697-1600 in Oregon (800)755-1038 outside Oregon www.meridiangroup.com httpswww.meridiangroup.com jobs.meridiangroup.com httpsjobs.meridiangroup.com Learn how to earn up to 1,000 with Meridianrsquos Referral Program. httpswww.meridiangroup.comwp-contentuploads201810REFERRAL-DOC-2018-1.pdf",4.6,"Meridian Technology Group, Inc.
4.6","Portland, OR","Portland, OR",51 to 200 employees,1990,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
355,Data Scientist,$88K-$148K (Glassdoor est.),"Requisition ID: 255385Work Area: Software-ResearchExpected Travel: 0 - 10%Career Status: ProfessionalEmployment Type: Regular Full TimeCareer Level: T2Posting Date : 6/10/2020COMPANY DESCRIPTIONSAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That's why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it's the best-run businesses that make the world run better and improve people's lives.Purpose and Objective:Ariba Inc. seeks a Data Scientist at Palo Alto, CA location to execute the mathematical modeling of our customers' business problems, develop algorithms, data mining flows and applications to solve these problems, and help our customers directly to understand and implement the results of the analysis.Expectations and Tasks:Work with industry experts and technology experts to translate our customers' business needs into mathematical models and present and deliver a solution to the client. Integrate or implement data mining/ mathematical methods into products. Evaluate and test data mining methods and maintains a high level of quality. Work with the senior data scientist to prototype new innovations and eventually get them into the product. Contribute to data definitions, data storage infrastructure for data mining purposes and to Data Mining architectures. Resolve data mining performance issues and monitor data mining system performance and implements efficiency improvements. Implement data mining algorithms if required. Work with product management, application developers, information developers and end users. Performs functional and empirical analysis on data mining topics. Conduct research on data mining tools and algorithms, implement prototypes and data mining algorithms and validates them on real data. Contribute to best practices for data mining topics and collaborate with development, universities and research institutes. 5% travel required.Education and Qualifications/Skills and Competencies:Bachelor's degree in Computer Science, Mathematics, Statistics, Economics, or a related field and 5 year of experience required. The company will also accept a Master's degree and 1 years of experience.Work Experience:Experience must include 1 year with: Databases; Data exploration including data discovery, data cleansing, data analysis, and feature engineering, including key performance indicators (KPIs); Model discovery including model exploration, model development, including training and validation, and model implementation; Modelling, including univariate and multivariate regression, logistic regression, natural language processing, machine learning and clustering & classification methodologies; preparation of design documents and functional requirements documents (FRDs); Familiarity with at least two of the following languages - Python, R, Java, C++, SQL. 5% travel required.Travel: 5% travel required.Internal use only: reference code lhrs0000SAP'S DIVERSITY COMMITMENTTo harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com). Requests for reasonable accommodation will be considered on a case-by-case basis.EOE AA M/F/Vet/Disability:Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, gender, sexual orientation, gender identity, protected veteran status or disability.Additional Locations :",3.6,"Gigya
3.6","Palo Alto, CA","Mountain View, CA",201 to 500 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
356,Data Scientist,$88K-$148K (Glassdoor est.),"Job Description
Essential Responsibilities:

This role will be applying operational research and basic machine learning technologies to develop several predictive models within hospital operations.

Select and apply the appropriate advanced modeling/machine learning techniques to these data sets to deliver business insight, ensuring that the final analysis is well researched, accurate, and documented. This requires technical flexibility and awareness of advanced analytical approaches (for example regression models, neural networks, clustering techniques, optimization, linear programming) with demonstrated aptitude in application:

• Consult with the business to contextualize and translate the results of our analysis in a form which the business can understand and take action on. This will include contributing to written reports, presentations and data visualizations, and draws clear lines between the high-level problem specifications, the analyses performed, and how the results link directly back to business objectives.
• Contribute to the planning, preparing and delivering/coordinating all elements of the analysis in such a way that it is delivered on time, to a high standard through a validated proof of concept
• Work closely with the internal enterprise analytics team to transfer knowledge to ensure the models can be validated, replicated and adjusted if needed.
• Predictive models with written algorithms
• Historical and accuracy reports
• Model data set
• Weekly status reports

Required Qualifications:

Bachelor’s Degree in Applied Mathematics or Operational Research

Previous Experience

• 1 - 5 years in Data Analytics
• 1 - 3 years in Predictive Modeling
• 1 - 3 years in Large Datasets
• 1 - 3 years in relevant software
• 1 - 3 years in Data Visualization

Skill Sets:

Analysis of business problems/needs
• Analytical and Logical Reasoning/Thinking
• Collaborative Problem Solving
• Expertise with Machine Learning, Optimization, and Operational Research
• Proficiency with scientific computing software such as Python, R, LINGO, etc.
• Familiarity with database and ETL tools such as Yellowbrick, SQL, Alteryx, etc.
• Strong communication skills. Must be comfortable presenting findings and offering recommendations to senior management",3.4,"Advance Sourcing Concepts
3.4","Pittsburgh, PA","Pittsburgh, PA",51 to 200 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1
357,Data Scientist,$88K-$148K (Glassdoor est.),"Requisition Number: 69506
Company Name: DRG Inc
Service Line: 1UVM - DRG Utility Vegetation Management
Employment Type: Regular
Job Type: Full Time
Education Level Required: Bachelors
Work Experience Required: 1 - 2 years
Relocation Available: [[relocation]]
Travel Expectations: Up to 25%

DAVEY RESOURCE GROUP, a Division of The Davey Tree Expert Company, has opportunities as an Information Technology Programmer. Davey is a leader in the tree care, utility line clearing and forestry consulting industries, throughout the US and Canada.

DUTIES: The Data Scientist collects and analyzes statistics and information from multiple sources to spot trends and to gain maximum insight that can give the company a competitive advantage, and communicates informed conclusions and recommendations across an organization's leadership structure. Strategizes and identifies unique opportunities to locate and collect new data, explores and mines data from many angles, and determines what it means. Communicates data findings to both business and IT leaders to influence how an organization approaches and meets business challenges of an evolving customer base and changing marketplace, using strong business acumen. Finds and recommends new uses for existing data sources; designs, modifies, and builds new data processes; and builds large, complex data sets.

TYPICAL FUNCTIONS:

● Conducts statistical modeling and experiment design, and tests and validates predictive models.

● Builds web prototypes and performs data visualization.

● Conducts scalable data research on and off the cloud.

● Develops customized algorithms to solve analytical problems with incomplete data sets, and implements automated processes for efficiently producing scale models. ● Collaborates with database engineers and other scientists to develop, refine, and scale data management and analytics procedures, systems, workflows,

best practices, and other issues.

● Implements new or enhanced software designed to access and handle data more efficiently.

● Trains the data management team on new or updated procedures.

● Writes and implements quality procedures.

EDUCATION AND QUALIFICATIONS

● Four year degree in Computer Science, Statistics, Mathematics, or related discipline or an equivalent combination of education and experience in a similar position

● Strong skills and capabilities in at least one of the following areas of expertise:

○ Probability and Statistics

○ Programming experience with Python, R, SQL

○ Data Wrangling and Database Management

○ Ability to provide Data Visualizations, Reports and Conclusion analysis, as well as effective communication and presentations

○ Experience with Machine Learning / Deep Learning is a plus

● Technical certification and licensing as required

● Understanding of GIT and Source Control practices is a plus

● Knowledge of Geographic Information Systems concepts is a plus

● Interacting with RESTful APIs are a strong plus

ADDITIONAL INFORMATION: Full time position. Compensation based on qualifications and experience. DRG offers competitive wages, excellent benefits and full-time position includes the option to buy company stock after one year. Access to industry related training materials and Davey Extension Courses. Pre-employment Drug Screen and Social Security verification required. The Davey Tree Expert Company and Davey Resource Group is an Equal Opportunity Employer. Davey ss Employee Owned. Military Veterans are encouraged to apply.

The Davey Tree Expert Company has U.S. and Canadian operations in more than 47 states and five provinces and provides a variety of tree care, grounds maintenance and consulting services for the residential, utility, commercial, and government markets. Founded in 1880, Davey has been employee-owned for 35 years and has more than 8,000 employees who provide Proven Solutions for a Growing World. For more information, visit www.davey.com

If you need any assistance at any time please contact us at 1-800-445-8733 ext. 1108 or at ed.help@davey.com.",3.3,"The Davey Tree Expert Company
3.3","Kent, OH","Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),"ACRT Services, Bartlett Tree Experts"
358,Data Scientist,$88K-$148K (Glassdoor est.),"Responsibilities·
Analyze large datasets to glean actionable insights and identify emerging opportunities·
Create metrics to measure the success of products, services, and features.·
Use data mining and machine learning skills to design and develop products which drive engagement, growth, retention, and monetization.·
Develop and deploy scalable classification, regression, ranking, and optimization algorithms.·
Work with data engineers and other stakeholders in data products pipeline to enable automation of the data-driven products.·
Communicate both routine and ad-hoc data analysis results in a clear, insightful and actionable way.
Minimum Qualifications ·
BA/BS in Statistics, Computer Science, Math or other related technical fields.·
2+ years prior research, data science, or engineering experience in building and implementing recommender systems, machine learning models/algorithms, etc.·
Excellent programming skills - ability to prototype effective simple or complex algorithms and collaborate with engineering team to implement them in the production system·
Familiarity with or willingness to learn large-scale distributed computing tools (Hadoop, Hive, etc.)
Preferred Qualifications ·
PhD or MSc degrees in Statistics, Computer Science, Math or other related technical field. ·
Proficient in R or Python. ·
Familiar with or have contributed to open source machine learning tools/platforms.·
First author publications in top-tier conferences or journals.
Powered by JazzHR",4.1,"IntelliPro Group Inc.
4.1","Santa Clara, CA","Santa Clara, CA",201 to 500 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),-1
